DTG,SSH,SST,Temp,Barometric Pressure,Residuals,Adjusted Residuals,Wind Direction,Wind Gust,Wind Speed,Niue
14/07/2020 23:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/07/2020 0:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/07/2020 1:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/07/2020 2:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/07/2020 3:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/07/2020 4:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/07/2020 5:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/07/2020 6:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/07/2020 7:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/07/2020 8:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/07/2020 9:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/07/2020 10:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/07/2020 11:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/07/2020 12:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/07/2020 13:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/07/2020 14:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/07/2020 15:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/07/2020 16:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/07/2020 17:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/07/2020 18:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/07/2020 19:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/07/2020 20:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/07/2020 21:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/07/2020 22:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
15/07/2020 23:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/07/2020 0:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/07/2020 1:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/07/2020 2:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/07/2020 3:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/07/2020 4:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/07/2020 5:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/07/2020 6:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/07/2020 7:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/07/2020 8:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/07/2020 9:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/07/2020 10:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/07/2020 11:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/07/2020 12:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/07/2020 13:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/07/2020 14:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/07/2020 15:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/07/2020 16:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/07/2020 17:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/07/2020 18:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/07/2020 19:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/07/2020 20:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/07/2020 21:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/07/2020 22:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
16/07/2020 23:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/07/2020 0:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/07/2020 1:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/07/2020 2:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/07/2020 3:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/07/2020 4:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/07/2020 5:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/07/2020 6:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/07/2020 7:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/07/2020 8:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/07/2020 9:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/07/2020 10:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/07/2020 11:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/07/2020 12:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/07/2020 13:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/07/2020 14:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/07/2020 15:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/07/2020 16:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/07/2020 17:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/07/2020 18:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/07/2020 19:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/07/2020 20:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/07/2020 21:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/07/2020 22:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
17/07/2020 23:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/07/2020 0:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/07/2020 1:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/07/2020 2:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/07/2020 3:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/07/2020 4:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/07/2020 5:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/07/2020 6:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/07/2020 7:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/07/2020 8:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/07/2020 9:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/07/2020 10:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/07/2020 11:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/07/2020 12:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/07/2020 13:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/07/2020 14:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/07/2020 15:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/07/2020 16:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/07/2020 17:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/07/2020 18:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/07/2020 19:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/07/2020 20:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/07/2020 21:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/07/2020 22:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
18/07/2020 23:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/07/2020 0:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/07/2020 1:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/07/2020 2:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/07/2020 3:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/07/2020 4:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/07/2020 5:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/07/2020 6:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/07/2020 7:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/07/2020 8:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/07/2020 9:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/07/2020 10:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/07/2020 11:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/07/2020 12:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/07/2020 13:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/07/2020 14:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/07/2020 15:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/07/2020 16:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/07/2020 17:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/07/2020 18:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/07/2020 19:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/07/2020 20:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/07/2020 21:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/07/2020 22:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
19/07/2020 23:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/07/2020 0:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/07/2020 1:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/07/2020 2:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/07/2020 3:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/07/2020 4:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/07/2020 5:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/07/2020 6:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/07/2020 7:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/07/2020 8:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/07/2020 9:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/07/2020 10:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/07/2020 11:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/07/2020 12:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/07/2020 13:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/07/2020 14:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/07/2020 15:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/07/2020 16:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/07/2020 17:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/07/2020 18:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/07/2020 19:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/07/2020 20:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/07/2020 21:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/07/2020 22:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/07/2020 23:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/07/2020 0:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/07/2020 1:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/07/2020 2:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/07/2020 3:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/07/2020 4:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/07/2020 5:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/07/2020 6:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/07/2020 7:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/07/2020 8:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/07/2020 9:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/07/2020 10:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/07/2020 11:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/07/2020 12:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/07/2020 13:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/07/2020 14:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/07/2020 15:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/07/2020 16:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/07/2020 17:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/07/2020 18:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/07/2020 19:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/07/2020 20:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/07/2020 21:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/07/2020 22:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/07/2020 23:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/07/2020 0:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/07/2020 1:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/07/2020 2:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/07/2020 3:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/07/2020 4:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/07/2020 5:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/07/2020 6:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/07/2020 7:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/07/2020 8:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/07/2020 9:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/07/2020 10:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/07/2020 11:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/07/2020 12:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/07/2020 13:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/07/2020 14:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/07/2020 15:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/07/2020 16:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/07/2020 17:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/07/2020 18:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/07/2020 19:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/07/2020 20:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/07/2020 21:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/07/2020 22:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/07/2020 23:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/07/2020 0:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/07/2020 1:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/07/2020 2:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/07/2020 3:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/07/2020 4:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/07/2020 5:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/07/2020 6:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/07/2020 7:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/07/2020 8:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/07/2020 9:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/07/2020 10:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/07/2020 11:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/07/2020 12:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/07/2020 13:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/07/2020 14:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/07/2020 15:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/07/2020 16:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/07/2020 17:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/07/2020 18:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/07/2020 19:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/07/2020 20:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/07/2020 21:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/07/2020 22:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/07/2020 23:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/07/2020 0:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/07/2020 1:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/07/2020 2:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/07/2020 3:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/07/2020 4:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/07/2020 5:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/07/2020 6:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/07/2020 7:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/07/2020 8:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/07/2020 9:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/07/2020 10:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/07/2020 11:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/07/2020 12:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/07/2020 13:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/07/2020 14:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/07/2020 15:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/07/2020 16:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/07/2020 17:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/07/2020 18:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/07/2020 19:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/07/2020 20:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/07/2020 21:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/07/2020 22:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/07/2020 23:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/07/2020 0:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/07/2020 1:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/07/2020 2:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/07/2020 3:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/07/2020 4:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/07/2020 5:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/07/2020 6:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/07/2020 7:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/07/2020 8:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/07/2020 9:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/07/2020 10:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/07/2020 11:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/07/2020 12:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/07/2020 13:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/07/2020 14:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/07/2020 15:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/07/2020 16:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/07/2020 17:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/07/2020 18:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/07/2020 19:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/07/2020 20:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/07/2020 21:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/07/2020 22:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/07/2020 23:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/07/2020 0:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/07/2020 1:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/07/2020 2:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/07/2020 3:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/07/2020 4:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/07/2020 5:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/07/2020 6:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/07/2020 7:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/07/2020 8:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/07/2020 9:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/07/2020 10:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/07/2020 11:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/07/2020 12:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/07/2020 13:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/07/2020 14:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/07/2020 15:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/07/2020 16:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/07/2020 17:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/07/2020 18:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/07/2020 19:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/07/2020 20:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/07/2020 21:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/07/2020 22:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/07/2020 23:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
27/07/2020 0:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
